사번,이름,성별,나이,근속기간,입사년도,직급,팀구분,퇴직구분,초과근무,성과점수,미사용.휴가일수,연봉,사번_masked
4601,Employee_1888,여,28,12,2013,인턴,법무,No,148,41,16,38497709,EID-****-601
5519,Employee_1889,남,30,15,2014,대리,인사,No,28,37,17,97943924,EID-****-519
2497,Employee_1890,남,40,19,2013,주임,총무,Yes,168,41,3,79431772,EID-****-497
3189,Employee_1891,남,47,27,2016,사원,기획,No,473,61,10,59433265,EID-****-189
2407,Employee_1892,남,44,24,2013,대리,영업,No,28,59,8,107746911,EID-****-407
4112,Employee_1893,남,36,17,2016,사원,마켓팅,No,348,47,12,43716633,EID-****-112
3368,Employee_1894,남,39,22,2014,사원,재무,No,164,41,11,70127987,EID-****-368
3493,Employee_1895,여,35,23,2015,사원,개발,No,56,35,11,47574202,EID-****-493
1039,Employee_1896,남,26,5,2015,인턴,법무,No,279,51,16,32428785,EID-****-039
241,Employee_1897,남,34,13,2010,사원,인사,No,314,56,8,63434063,EID-****
1702,Employee_1898,여,33,17,2013,대리,총무,No,19,43,13,100391633,EID-****-702
2081,Employee_1899,남,42,31,2011,차장,영업,No,506,56,9,134189689,EID-****-081
5249,Employee_1900,남,33,15,2010,주임,기획,No,166,43,7,92580278,EID-****-249
471,Employee_1901,남,32,12,2011,대리,마켓팅,No,158,63,0,97831494,EID-****
1995,Employee_1902,여,40,27,2011,주임,재무,No,20,63,8,87293126,EID-****-995
1257,Employee_1903,여,32,17,2010,주임,영업,Yes,219,47,10,76797848,EID-****-257
765,Employee_1904,여,28,13,2012,사원,개발,No,195,47,3,56522709,EID-****
2985,Employee_1905,남,39,17,2014,사원,법무,No,91,31,19,65127987,EID-****-985
4205,Employee_1906,남,40,32,2016,주임,인사,No,59,41,14,96719620,EID-****-205
2523,Employee_1907,여,38,21,2013,사원,총무,No,120,39,9,53260557,EID-****-523
44,Employee_1908,남,37,17,2011,차장,기획,Yes,207,37,5,135653357,EID-****
5310,Employee_1909,여,35,18,2010,주임,마켓팅,No,251,50,5,76774202,EID-****-310
1688,Employee_1910,남,43,26,2011,사원,재무,No,96,39,12,57918126,EID-****-688
2301,Employee_1911,남,41,19,2012,사원,개발,No,223,46,12,42035557,EID-****-301
746,Employee_1912,남,36,17,2010,주임,영업,No,13,52,3,96531633,EID-****
2719,Employee_1913,남,38,31,2013,차장,법무,No,325,35,4,132849550,EID-****-719
1828,Employee_1914,여,50,42,2014,차장,인사,No,92,54,8,135418822,EID-****-828
3329,Employee_1915,남,41,21,2014,사원,총무,No,223,45,7,75985557,EID-****-329
5219,Employee_1916,남,33,14,2011,사원,기획,No,266,59,7,58405278,EID-****-219
5288,Employee_1917,남,31,14,2013,사원,마켓팅,Yes,324,43,0,63472709,EID-****-288
3759,Employee_1918,여,37,18,2015,주임,영업,No,73,82,2,81556772,EID-****-759
3290,Employee_1919,남,40,21,2014,주임,재무,No,158,30,19,86556772,EID-****-290
5263,Employee_1920,남,35,13,2011,주임,개발,No,63,31,11,91397848,EID-****-263
70,Employee_1921,남,32,8,2011,주임,법무,No,28,73,6,91111494,EID-****
2282,Employee_1922,여,37,21,2012,사원,인사,No,135,63,10,74181772,EID-****-282
240,Employee_1923,남,39,22,2010,대리,총무,No,8,53,5,115377987,EID-****
3061,Employee_1924,남,40,32,2014,과장,기획,No,163,29,3,121844620,EID-****-061
3012,Employee_1925,남,39,21,2014,사원,마켓팅,No,288,53,6,59402987,EID-****-012
2880,Employee_1926,여,39,26,2014,주임,영업,No,107,46,5,79889341,EID-****-880
2735,Employee_1927,남,46,26,2013,대리,재무,No,13,36,14,99629481,EID-****-735
2568,Employee_1928,남,39,21,2013,부장,개발,No,193,39,16,141127987,EID-****-568
5177,Employee_1929,남,37,17,2012,사원,법무,No,58,47,13,72114167,EID-****-177
2564,Employee_1930,남,41,17,2011,대리,인사,No,8,65,7,100379307,EID-****-564
3183,Employee_1931,남,44,27,2012,주임,총무,No,335,45,23,81321911,EID-****-183
1385,Employee_1932,남,35,16,2011,사원,기획,Yes,371,58,14,42287848,EID-****-385
20,Employee_1933,남,30,8,2010,과장,마켓팅,No,8,57,4,126511330,EID-****
4823,Employee_1934,남,49,30,2011,주임,재무,No,148,41,21,92315835,EID-****-823
5054,Employee_1935,남,45,27,2011,과장,개발,No,28,59,12,118475696,EID-****-054
3880,Employee_1936,남,38,31,2015,주임,법무,No,205,48,17,96862050,EID-****-880
4523,Employee_1937,남,48,27,2011,이사,인사,No,28,65,6,150924550,EID-****-523
4479,Employee_1938,여,31,20,2012,사원,총무,No,212,58,2,59684063,EID-****-479
1089,Employee_1939,남,37,16,2012,사원,기획,No,340,41,21,67339167,EID-****-089
2393,Employee_1940,남,40,19,2012,사원,마켓팅,No,405,46,20,66269272,EID-****-393
4647,Employee_1941,남,30,10,2013,사원,재무,No,8,37,12,72668924,EID-****-647
1167,Employee_1942,남,40,19,2016,주임,개발,No,166,73,10,89431772,EID-****-167
1584,Employee_1943,남,41,20,2011,사원,법무,Yes,557,40,10,56860557,EID-****-584
569,Employee_1944,남,35,17,2011,대리,인사,No,126,59,8,102106598,EID-****
1155,Employee_1945,남,28,9,2016,주임,총무,No,71,44,4,92286354,EID-****-155
4879,Employee_1946,남,32,15,2012,사원,개발,Yes,252,68,12,57838994,EID-****-879
396,Employee_1947,남,38,16,2010,사원,기획,No,383,49,24,69974202,EID-****
2590,Employee_1948,남,39,23,2013,사원,마켓팅,No,169,41,13,61177987,EID-****-590
1320,Employee_1949,여,31,13,2011,사원,개발,No,42,50,8,58509063,EID-****-320
1058,Employee_1950,남,37,16,2011,대리,재무,No,8,41,14,109457917,EID-****-058
5221,Employee_1951,남,33,11,2011,주임,개발,No,224,50,9,78667778,EID-****-221
5134,Employee_1952,남,47,28,2014,차장,법무,Yes,202,40,9,132433265,EID-****-134
2459,Employee_1953,남,40,21,2013,사원,인사,No,99,31,26,73194272,EID-****-459
1823,Employee_1954,남,41,21,2011,대리,총무,No,13,32,20,100060557,EID-****-823
3456,Employee_1955,남,46,24,2015,사원,기획,No,206,42,23,61004481,EID-****-456
3961,Employee_1956,남,44,24,2015,사원,마켓팅,Yes,173,34,12,74271911,EID-****-961
191,Employee_1957,남,43,23,2016,주임,재무,No,298,42,10,93718126,EID-****
2471,Employee_1958,남,32,13,2012,주임,개발,No,161,65,6,94313994,EID-****-471
3570,Employee_1959,여,37,23,2015,주임,법무,No,42,40,5,95431772,EID-****-570
3394,Employee_1960,남,40,29,2015,대리,인사,No,224,46,13,99719620,EID-****-394
5257,Employee_1961,여,42,28,2012,사원,총무,No,186,35,8,60350696,EID-****-257
1263,Employee_1962,남,47,25,2014,사원,기획,No,153,20,10,71558265,EID-****-263
2944,Employee_1963,남,39,30,2014,과장,마켓팅,No,94,54,12,127415835,EID-****-944
2593,Employee_1964,여,37,19,2013,인턴,영업,No,82,46,5,36194272,EID-****-593
3115,Employee_1965,남,39,22,2014,인턴,영업,No,222,38,12,33127987,EID-****-115
4353,Employee_1966,남,36,21,2011,사원,영업,No,108,70,8,74804133,EID-****-353
2959,Employee_1967,남,38,21,2014,사원,재무,No,180,47,10,53699202,EID-****-959
4301,Employee_1968,여,31,17,2010,사원,영업,Yes,229,58,10,73859063,EID-****-301
5567,Employee_1969,여,30,14,2015,인턴,개발,No,206,52,8,5430278,EID-****-567
39,Employee_1970,여,42,25,2015,과장,법무,No,12,51,9,125030062,EID-****
3301,Employee_1971,남,39,19,2014,사원,인사,No,333,79,2,55127987,EID-****-301
1699,Employee_1972,남,42,24,2011,사원,총무,No,59,34,21,76464341,EID-****-699
3648,Employee_1973,남,34,15,2011,주임,영업,Yes,361,56,2,87834063,EID-****-648
1657,Employee_1974,남,44,24,2011,사원,기획,Yes,366,34,16,64821911,EID-****-657
1528,Employee_1975,남,41,18,2011,과장,마켓팅,No,136,40,1,120060557,EID-****-528
4261,Employee_1976,남,37,28,2016,주임,재무,No,425,57,9,77433265,EID-****-261
1599,Employee_1977,남,34,16,2012,주임,개발,No,339,30,21,86684063,EID-****-599
4089,Employee_1978,남,37,17,2016,인턴,영업,No,207,29,18,20145417,EID-****-089
1916,Employee_1979,남,48,31,2015,사원,법무,No,401,26,18,63862050,EID-****-916
4908,Employee_1980,남,35,17,2016,사원,인사,No,159,45,15,42287848,EID-****-908
2975,Employee_1981,남,39,19,2014,주임,총무,Yes,161,38,12,78002987,EID-****-975
1736,Employee_1982,남,34,15,2012,사원,기획,No,336,36,17,42621563,EID-****-736
5438,Employee_1983,남,31,11,2013,사원,마켓팅,No,284,39,4,49397709,EID-****-438
864,Employee_1984,여,30,25,2012,사원,재무,No,172,68,6,76180626,EID-****
3524,Employee_1985,남,40,22,2015,대리,개발,No,108,53,13,112431772,EID-****-524
2782,Employee_1986,남,38,19,2014,대리,영업,No,8,44,21,98699202,EID-****-782
4585,Employee_1987,남,36,12,2010,사원,법무,Yes,364,56,3,63716633,EID-****-585
3066,Employee_1988,남,54,35,2013,주임,인사,No,30,22,17,92559759,EID-****-066
581,Employee_1989,여,34,18,2011,주임,총무,Yes,365,80,6,89345417,EID-****
5693,Employee_1990,남,30,9,2016,인턴,기획,No,191,41,11,10143924,EID-****-693
729,Employee_1991,여,30,13,2012,인턴,마켓팅,No,351,55,6,18480278,EID-****
3801,Employee_1992,여,34,19,2015,사원,재무,No,40,32,6,66145417,EID-****-801
447,Employee_1993,여,32,14,2011,사원,영업,No,114,49,12,59292848,EID-****
1834,Employee_1994,여,43,40,2015,주임,개발,Yes,310,40,8,81292328,EID-****-834
2952,Employee_1995,남,34,15,2013,대리,법무,No,39,28,15,111359063,EID-****-952
3190,Employee_1996,남,39,18,2014,사원,인사,Yes,373,40,5,51002987,EID-****-190
133,Employee_1997,남,42,24,2013,주임,총무,Yes,168,39,3,82289341,EID-****
4827,Employee_1998,남,45,24,2011,주임,기획,No,594,33,13,76863196,EID-****-827
1007,Employee_1999,남,43,25,2011,대리,마켓팅,No,311,41,13,103768126,EID-****-007
4666,Employee_2000,남,29,19,2013,사원,재무,Yes,329,38,6,44002987,EID-****-666
2047,Employee_2001,남,42,30,2015,과장,개발,No,96,38,13,117577189,EID-****-047
3259,Employee_2002,남,38,16,2014,사원,법무,No,137,61,2,66699202,EID-****-259
3888,Employee_2003,남,46,27,2015,사원,인사,No,166,36,14,61004481,EID-****-888
576,Employee_2004,남,33,13,2011,주임,총무,No,228,65,17,89399028,EID-****
5143,Employee_2005,여,26,11,2015,사원,기획,No,74,83,4,64715139,EID-****-143
3932,Employee_2006,남,38,19,2015,사원,마켓팅,No,313,61,6,49574202,EID-****-932
2302,Employee_2007,남,43,22,2012,주임,재무,No,236,49,8,89618126,EID-****-302
3342,Employee_2008,남,47,29,2014,사원,영업,No,170,49,23,41558265,EID-****-342
1939,Employee_2009,남,41,32,2011,차장,개발,No,263,23,14,132348404,EID-****-939
2332,Employee_2010,남,43,24,2011,사원,법무,No,153,52,5,73574376,EID-****-332
1000,Employee_2011,남,31,21,2013,사원,인사,No,153,45,14,57285557,EID-****-000
342,Employee_2012,남,34,13,2011,대리,총무,No,138,57,9,100389063,EID-****
4918,Employee_2013,여,44,39,2013,주임,기획,No,36,47,8,77846113,EID-****-918
2569,Employee_2014,남,40,22,2013,주임,마켓팅,No,98,53,12,77556772,EID-****-569
281,Employee_2015,남,34,14,2010,주임,재무,No,176,56,7,88471563,EID-****
1814,Employee_2016,여,43,26,2011,사원,개발,No,122,75,9,69804481,EID-****-814
